model_id,setting,task_id,n_items,n_outputs,repeats,primary_metric,primary_mean_100,primary_sd_across_5_runs_100,all_five_exact_agreement_rate,mean_pairwise_exact_agreement,agreement_object,mean_pairwise_BERTScore,semantic_valid_pair_n,semantic_total_pair_n,strict_format_100,no_final_outputs,primary_numeric_status,duplicate_setting_note,setting_label,duplicate_of_setting,duplicate_counterpart,semantic_pair_missing_n,semantic_pair_coverage_rate,semantic_pair_status,delivery_failure_outputs,delivery_status
Qwen3-8B-NonThinking,T07_R5,structuring,15,75,5,mean_item_CNHI_H_binarySC_mean_field_BERTScoreF1,80.62348448007587,0.3420934750706241,0.0,0.08666666666666668,"final text, not quality",0.9460323746999105,150,150,0.0,0,COMPUTED,BASE_R5 and T07_R5 use identical settings and saved outputs; not independent evidence,T=0.7,BASE_R5,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-Thinking,BASE_R5,classification,11,55,5,accuracy,78.18181818181819,12.196734422726124,0.5454545454545454,0.781818181818182,task answer/set,,0,0,100.0,0,COMPUTED,,Default,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Qwen3-8B-Thinking,BASE_R5,continuation,11,55,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.7416456954045729,110,110,5.454545454545454,0,LANGUAGE_QUALITY_NOT_MEASURED,,Default,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-Thinking,BASE_R5,qa_v4_5,15,75,5,recoverable_accuracy,96.00000000000001,3.651483716701107,0.9333333333333333,0.9600000000000001,task answer/set,,0,0,100.0,0,COMPUTED,,Default,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Qwen3-8B-Thinking,BASE_R5,reasoning,12,60,5,judgment_accuracy,100.0,0.0,1.0,1.0,task answer/set,0.9098662967483203,120,120,5.0,0,COMPUTED,,Default,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-Thinking,BASE_R5,relationship,12,60,5,corpus_micro_f1,81.39711778743913,7.528549498750143,0.3333333333333333,0.48333333333333334,task answer/set,,0,0,91.66666666666666,0,COMPUTED,,Default,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Qwen3-8B-Thinking,BASE_R5,rewriting,12,60,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.7817736148834229,120,120,,0,LANGUAGE_QUALITY_NOT_MEASURED,,Default,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-Thinking,BASE_R5,story_generation,11,55,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.7333852242339741,110,110,,0,LANGUAGE_QUALITY_NOT_MEASURED,,Default,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-Thinking,BASE_R5,structuring,15,75,5,mean_item_CNHI_H_binarySC_mean_field_BERTScoreF1,81.4841609538153,0.29291659011471266,0.0,0.0,"final text, not quality",0.8575949291388194,150,150,0.0,0,COMPUTED,,Default,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-Thinking,T02_R5,classification,11,55,5,accuracy,80.0,7.606000241218867,0.7272727272727273,0.8636363636363636,task answer/set,,0,0,98.18181818181819,1,COMPUTED,,T=0.2,,,0,,NOT_APPLICABLE,1,FAILED_DELIVERY_RETAINED
Qwen3-8B-Thinking,T02_R5,continuation,11,55,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.7506972740996968,110,110,1.8181818181818181,0,LANGUAGE_QUALITY_NOT_MEASURED,,T=0.2,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-Thinking,T02_R5,qa_v4_5,15,75,5,recoverable_accuracy,90.66666666666666,3.6514837167011067,0.9333333333333333,0.9600000000000001,task answer/set,,0,0,90.66666666666666,7,COMPUTED,,T=0.2,,,0,,NOT_APPLICABLE,7,FAILED_DELIVERY_RETAINED
Qwen3-8B-Thinking,T02_R5,reasoning,12,60,5,judgment_accuracy,100.0,0.0,1.0,1.0,task answer/set,0.8731417765220006,120,120,1.6666666666666667,0,COMPUTED,,T=0.2,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-Thinking,T02_R5,relationship,12,60,5,corpus_micro_f1,74.34336262804109,6.687472531160774,0.25,0.45,task answer/set,,0,0,91.66666666666666,2,COMPUTED,,T=0.2,,,0,,NOT_APPLICABLE,2,FAILED_DELIVERY_RETAINED
Qwen3-8B-Thinking,T02_R5,rewriting,12,60,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.7960424885153771,120,120,,0,LANGUAGE_QUALITY_NOT_MEASURED,,T=0.2,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-Thinking,T02_R5,story_generation,11,55,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.7408422865650871,110,110,,0,LANGUAGE_QUALITY_NOT_MEASURED,,T=0.2,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-Thinking,T02_R5,structuring,15,75,5,mean_item_CNHI_H_binarySC_mean_field_BERTScoreF1,78.70734408822163,2.8556345350003087,0.0,0.013333333333333334,"final text, not quality",0.8786252844333649,150,150,0.0,0,COMPUTED,,T=0.2,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-Thinking,T07_R5,classification,11,55,5,accuracy,87.27272727272727,4.979295977319687,0.8181818181818182,0.9272727272727272,task answer/set,,0,0,100.0,0,COMPUTED,,T=0.7,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Qwen3-8B-Thinking,T07_R5,continuation,11,55,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.7395842210813002,110,110,1.8181818181818181,0,LANGUAGE_QUALITY_NOT_MEASURED,,T=0.7,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-Thinking,T07_R5,qa_v4_5,15,75,5,recoverable_accuracy,97.33333333333334,3.6514837167011067,0.9333333333333333,0.9533333333333334,task answer/set,,0,0,100.0,0,COMPUTED,,T=0.7,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Qwen3-8B-Thinking,T07_R5,reasoning,12,60,5,judgment_accuracy,100.0,0.0,1.0,1.0,task answer/set,0.8798488974571228,120,120,11.666666666666666,0,COMPUTED,,T=0.7,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-Thinking,T07_R5,relationship,12,60,5,corpus_micro_f1,81.75332434501892,1.4613912580016193,0.25,0.46666666666666673,task answer/set,,0,0,96.66666666666667,0,COMPUTED,,T=0.7,,,0,,NOT_APPLICABLE,0,COMPLETE_DELIVERY
Qwen3-8B-Thinking,T07_R5,rewriting,12,60,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.7910761440793673,120,120,,0,LANGUAGE_QUALITY_NOT_MEASURED,,T=0.7,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-Thinking,T07_R5,story_generation,11,55,5,calibrated_rubric_total,,,0.0,0.0,"final text, not quality",0.7342995730313387,110,110,,0,LANGUAGE_QUALITY_NOT_MEASURED,,T=0.7,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
Qwen3-8B-Thinking,T07_R5,structuring,15,75,5,mean_item_CNHI_H_binarySC_mean_field_BERTScoreF1,80.11431072319637,2.3243358678996926,0.0,0.0,"final text, not quality",0.8512426181634267,150,150,0.0,0,COMPUTED,,T=0.7,,,0,1.0,COMPLETE,0,COMPLETE_DELIVERY
