model_id,task_id,metric,n_items,n_clusters,estimate_100,ci95_low_100,ci95_high_100,bootstrap_resamples,bootstrap_seed
Doubao,structuring,cnhi,100,100,78.50659193978228,76.5694151638724,79.85523359962204,10000,20264914
Doubao,structuring,sc,100,100,99.0,97.0,100.0,10000,20264914
Doubao,structuring,sa,100,100,65.20369310180345,63.44388839453459,66.63566250974934,10000,20264914
Doubao,structuring,field_completeness,100,100,99.0,97.0,100.0,10000,20264914
Baichuan2-7B-Chat,story_generation,dual_judge_score,100,100,50.599000000000004,48.92620625000001,52.29725625000001,10000,20265914
Baichuan2-7B-Chat,story_generation,gpt_score,100,100,57.92999999999998,55.65685000000001,60.22551249999999,10000,20265914
Baichuan2-7B-Chat,story_generation,kimi_score,100,100,43.268,41.610437499999996,44.954625,10000,20265914
Baichuan2-7B-Chat,story_generation,dual_dimension_family_value,100,100,55.16,53.27,57.04,10000,20265914
Baichuan2-7B-Chat,story_generation,dual_dimension_plot_logic,100,100,50.05500000000001,48.329875,51.805125,10000,20265914
Baichuan2-7B-Chat,story_generation,dual_dimension_characterization,100,100,46.93,45.29,48.59,10000,20265914
Baichuan2-7B-Chat,story_generation,dual_dimension_emotion,100,100,44.235,42.544875,45.930125,10000,20265914
chatglm3-6b,story_generation,dual_judge_score,100,100,46.806000000000004,44.780243750000004,48.82886875,10000,20265914
chatglm3-6b,story_generation,gpt_score,100,100,51.2445,48.2924125,54.1730125,10000,20265914
chatglm3-6b,story_generation,kimi_score,100,100,42.3675,40.83044999999999,43.9175125,10000,20265914
chatglm3-6b,story_generation,dual_dimension_family_value,100,100,50.470000000000006,48.094874999999995,52.815,10000,20265914
chatglm3-6b,story_generation,dual_dimension_plot_logic,100,100,44.97,42.844875,47.105,10000,20265914
chatglm3-6b,story_generation,dual_dimension_characterization,100,100,44.995,43.219874999999995,46.745125,10000,20265914
chatglm3-6b,story_generation,dual_dimension_emotion,100,100,42.51,40.755,44.295,10000,20265914
deepseek-llm-7b-chat,story_generation,dual_judge_score,100,100,58.96499999999999,57.15074374999999,60.691506249999996,10000,20265914
deepseek-llm-7b-chat,story_generation,gpt_score,100,100,66.64150000000001,64.01047499999999,69.14258750000002,10000,20265914
deepseek-llm-7b-chat,story_generation,kimi_score,100,100,51.288499999999985,49.755987499999996,52.81501250000002,10000,20265914
deepseek-llm-7b-chat,story_generation,dual_dimension_family_value,100,100,62.295,60.285,64.225,10000,20265914
deepseek-llm-7b-chat,story_generation,dual_dimension_plot_logic,100,100,58.06,56.174875,59.83500000000001,10000,20265914
deepseek-llm-7b-chat,story_generation,dual_dimension_characterization,100,100,56.875,55.234875,58.485,10000,20265914
deepseek-llm-7b-chat,story_generation,dual_dimension_emotion,100,100,54.38000000000001,52.51,56.18,10000,20265914
DeepSeek-R1-Distill-Qwen-32B,story_generation,dual_judge_score,100,100,71.74900000000001,69.31372499999999,73.9670375,10000,20265914
DeepSeek-R1-Distill-Qwen-32B,story_generation,gpt_score,100,100,76.03699999999998,73.3079125,78.5335125,10000,20265914
DeepSeek-R1-Distill-Qwen-32B,story_generation,kimi_score,100,100,67.461,64.92285000000003,69.84916250000002,10000,20265914
DeepSeek-R1-Distill-Qwen-32B,story_generation,dual_dimension_family_value,100,100,73.205,70.449875,75.75,10000,20265914
DeepSeek-R1-Distill-Qwen-32B,story_generation,dual_dimension_plot_logic,100,100,69.155,66.53987500000001,71.565125,10000,20265914
DeepSeek-R1-Distill-Qwen-32B,story_generation,dual_dimension_characterization,100,100,71.715,69.499875,73.77,10000,20265914
DeepSeek-R1-Distill-Qwen-32B,story_generation,dual_dimension_emotion,100,100,72.235,70.379875,73.985,10000,20265914
glm-4-9b-chat,story_generation,dual_judge_score,100,100,59.0855,57.575731250000004,60.576750000000004,10000,20265914
glm-4-9b-chat,story_generation,gpt_score,100,100,64.56150000000001,62.19098749999999,66.8266625,10000,20265914
glm-4-9b-chat,story_generation,kimi_score,100,100,53.6095,52.400487500000004,54.8615,10000,20265914
glm-4-9b-chat,story_generation,dual_dimension_family_value,100,100,63.275000000000006,61.72,64.825,10000,20265914
glm-4-9b-chat,story_generation,dual_dimension_plot_logic,100,100,57.91499999999999,56.25,59.56,10000,20265914
glm-4-9b-chat,story_generation,dual_dimension_characterization,100,100,55.98,54.555,57.42,10000,20265914
glm-4-9b-chat,story_generation,dual_dimension_emotion,100,100,54.005,52.39987500000001,55.645,10000,20265914
internlm2_5-7b-chat,story_generation,dual_judge_score,100,100,65.08475000000001,63.43049375000002,66.7325375,10000,20265914
internlm2_5-7b-chat,story_generation,gpt_score,100,100,71.40350000000001,69.08950000000002,73.61955,10000,20265914
internlm2_5-7b-chat,story_generation,kimi_score,100,100,58.766,57.2689625,60.28150000000001,10000,20265914
internlm2_5-7b-chat,story_generation,dual_dimension_family_value,100,100,68.105,66.29,69.86,10000,20265914
internlm2_5-7b-chat,story_generation,dual_dimension_plot_logic,100,100,64.125,62.40987500000001,65.845,10000,20265914
internlm2_5-7b-chat,story_generation,dual_dimension_characterization,100,100,62.63999999999999,60.915,64.345,10000,20265914
internlm2_5-7b-chat,story_generation,dual_dimension_emotion,100,100,61.89,60.35,63.44512499999999,10000,20265914
Mistral-7B-Instruct-v0.3,story_generation,dual_judge_score,100,100,48.331500000000005,46.06033750000001,50.58875625000001,10000,20265914
Mistral-7B-Instruct-v0.3,story_generation,gpt_score,100,100,51.82849999999999,48.56793749999999,55.01511249999999,10000,20265914
Mistral-7B-Instruct-v0.3,story_generation,kimi_score,100,100,44.8345,43.0629875,46.583524999999995,10000,20265914
Mistral-7B-Instruct-v0.3,story_generation,dual_dimension_family_value,100,100,52.61,50.095,55.07012499999999,10000,20265914
Mistral-7B-Instruct-v0.3,story_generation,dual_dimension_plot_logic,100,100,46.105,43.74,48.445125,10000,20265914
Mistral-7B-Instruct-v0.3,story_generation,dual_dimension_characterization,100,100,45.57,43.425,47.695,10000,20265914
Mistral-7B-Instruct-v0.3,story_generation,dual_dimension_emotion,100,100,44.315,42.185,46.395,10000,20265914
Qwen2.5-7B-Instruct,story_generation,dual_judge_score,100,100,67.45750000000001,65.96473125000001,68.8650125,10000,20265914
Qwen2.5-7B-Instruct,story_generation,gpt_score,100,100,73.4685,71.419475,75.3395625,10000,20265914
Qwen2.5-7B-Instruct,story_generation,kimi_score,100,100,61.4465,59.958375,62.890012500000005,10000,20265914
Qwen2.5-7B-Instruct,story_generation,dual_dimension_family_value,100,100,70.525,68.93,72.045,10000,20265914
Qwen2.5-7B-Instruct,story_generation,dual_dimension_plot_logic,100,100,66.525,64.91,68.02,10000,20265914
Qwen2.5-7B-Instruct,story_generation,dual_dimension_characterization,100,100,64.995,63.524875,66.42,10000,20265914
Qwen2.5-7B-Instruct,story_generation,dual_dimension_emotion,100,100,64.115,62.65487500000001,65.5,10000,20265914
Qwen3-8B-NonThinking,story_generation,dual_judge_score,100,100,66.101,64.19235624999999,67.89527500000001,10000,20265914
Qwen3-8B-NonThinking,story_generation,gpt_score,100,100,66.76650000000001,64.10145,69.32002500000003,10000,20265914
Qwen3-8B-NonThinking,story_generation,kimi_score,100,100,65.4355,63.684487499999996,67.124025,10000,20265914
Qwen3-8B-NonThinking,story_generation,dual_dimension_family_value,100,100,68.29,66.27,70.205,10000,20265914
Qwen3-8B-NonThinking,story_generation,dual_dimension_plot_logic,100,100,63.21,61.13987500000001,65.125125,10000,20265914
Qwen3-8B-NonThinking,story_generation,dual_dimension_characterization,100,100,65.66,63.81,67.435125,10000,20265914
Qwen3-8B-NonThinking,story_generation,dual_dimension_emotion,100,100,65.67,63.75500000000001,67.50512499999999,10000,20265914
QwQ-32B,story_generation,dual_judge_score,100,100,83.9665,82.68646249999999,85.13324999999998,10000,20265914
QwQ-32B,story_generation,gpt_score,100,100,83.62899999999998,81.65346249999999,85.42151249999999,10000,20265914
QwQ-32B,story_generation,kimi_score,100,100,84.304,83.30850000000001,85.23903750000001,10000,20265914
QwQ-32B,story_generation,dual_dimension_family_value,100,100,85.72,84.299875,87.015,10000,20265914
QwQ-32B,story_generation,dual_dimension_plot_logic,100,100,80.98,79.275,82.54,10000,20265914
QwQ-32B,story_generation,dual_dimension_characterization,100,100,83.8,82.735,84.79,10000,20265914
QwQ-32B,story_generation,dual_dimension_emotion,100,100,84.49,83.6,85.31,10000,20265914
Doubao,story_generation,dual_judge_score,100,100,85.00299999999999,84.24650000000001,85.7452625,10000,20265914
Doubao,story_generation,gpt_score,100,100,85.35549999999999,84.30596249999999,86.311025,10000,20265914
Doubao,story_generation,kimi_score,100,100,84.6505,83.7229875,85.52201250000002,10000,20265914
Doubao,story_generation,dual_dimension_family_value,100,100,87.035,86.205,87.84,10000,20265914
Doubao,story_generation,dual_dimension_plot_logic,100,100,83.55,82.689875,84.375,10000,20265914
Doubao,story_generation,dual_dimension_characterization,100,100,84.355,83.67,85.035,10000,20265914
Doubao,story_generation,dual_dimension_emotion,100,100,82.87,82.065,83.66,10000,20265914
Baichuan2-7B-Chat,rewriting,dual_judge_score,100,25,57.33800000000001,54.78482499999999,59.68403750000001,10000,20266914
Baichuan2-7B-Chat,rewriting,gpt_score,100,25,62.596999999999994,59.65385,65.43604999999998,10000,20266914
Baichuan2-7B-Chat,rewriting,kimi_score,100,25,52.07900000000001,49.7019,54.22202500000001,10000,20266914
Baichuan2-7B-Chat,rewriting,dual_dimension_content_fidelity,100,25,67.45,64.175,70.55,10000,20266914
Baichuan2-7B-Chat,rewriting,dual_dimension_style_fit,100,25,48.1,45.74,50.334999999999994,10000,20266914
Baichuan2-7B-Chat,rewriting,dual_dimension_clarity,100,25,67.625,64.749875,70.205,10000,20266914
Baichuan2-7B-Chat,rewriting,dual_dimension_value_expression,100,25,62.73,60.109875,65.180125,10000,20266914
chatglm3-6b,rewriting,dual_judge_score,100,25,53.236000000000004,50.70146249999999,55.73202500000001,10000,20266914
chatglm3-6b,rewriting,gpt_score,100,25,57.714,54.850925,60.71810000000001,10000,20266914
chatglm3-6b,rewriting,kimi_score,100,25,48.75800000000001,46.14185,51.297025,10000,20266914
chatglm3-6b,rewriting,dual_dimension_content_fidelity,100,25,59.175,55.825,62.35000000000001,10000,20266914
chatglm3-6b,rewriting,dual_dimension_style_fit,100,25,46.245,43.62,48.895,10000,20266914
chatglm3-6b,rewriting,dual_dimension_clarity,100,25,63.235,60.989875000000005,65.545125,10000,20266914
chatglm3-6b,rewriting,dual_dimension_value_expression,100,25,56.31499999999999,53.59987500000001,58.965,10000,20266914
deepseek-llm-7b-chat,rewriting,dual_judge_score,100,25,58.994,57.0644125,61.06305,10000,20266914
deepseek-llm-7b-chat,rewriting,gpt_score,100,25,64.30600000000001,61.97492499999999,66.79510000000002,10000,20266914
deepseek-llm-7b-chat,rewriting,kimi_score,100,25,53.68200000000001,51.54487500000001,55.887100000000004,10000,20266914
deepseek-llm-7b-chat,rewriting,dual_dimension_content_fidelity,100,25,68.455,66.20475,70.8,10000,20266914
deepseek-llm-7b-chat,rewriting,dual_dimension_style_fit,100,25,50.04500000000001,47.635,52.57999999999999,10000,20266914
deepseek-llm-7b-chat,rewriting,dual_dimension_clarity,100,25,69.35,67.439875,71.25,10000,20266914
deepseek-llm-7b-chat,rewriting,dual_dimension_value_expression,100,25,64.105,62.285000000000004,66.015,10000,20266914
DeepSeek-R1-Distill-Qwen-32B,rewriting,dual_judge_score,100,25,71.5575,69.96997499999999,73.20949999999999,10000,20266914
DeepSeek-R1-Distill-Qwen-32B,rewriting,gpt_score,100,25,78.498,76.84600000000002,80.01102500000002,10000,20266914
DeepSeek-R1-Distill-Qwen-32B,rewriting,kimi_score,100,25,64.617,62.64995,66.73102500000002,10000,20266914
DeepSeek-R1-Distill-Qwen-32B,rewriting,dual_dimension_content_fidelity,100,25,72.8,70.555,74.82,10000,20266914
DeepSeek-R1-Distill-Qwen-32B,rewriting,dual_dimension_style_fit,100,25,68.435,66.584875,70.365,10000,20266914
DeepSeek-R1-Distill-Qwen-32B,rewriting,dual_dimension_clarity,100,25,77.95,76.705,79.205,10000,20266914
DeepSeek-R1-Distill-Qwen-32B,rewriting,dual_dimension_value_expression,100,25,71.9,70.22,73.615,10000,20266914
glm-4-9b-chat,rewriting,dual_judge_score,100,25,66.21050000000001,64.6459625,67.779075,10000,20266914
glm-4-9b-chat,rewriting,gpt_score,100,25,71.31400000000001,69.444,73.17810000000001,10000,20266914
glm-4-9b-chat,rewriting,kimi_score,100,25,61.10699999999999,59.598974999999996,62.68699999999999,10000,20266914
glm-4-9b-chat,rewriting,dual_dimension_content_fidelity,100,25,72.375,70.395,74.345125,10000,20266914
glm-4-9b-chat,rewriting,dual_dimension_style_fit,100,25,60.055,58.045,61.975,10000,20266914
glm-4-9b-chat,rewriting,dual_dimension_clarity,100,25,74.0,72.755,75.18,10000,20266914
glm-4-9b-chat,rewriting,dual_dimension_value_expression,100,25,69.08,67.59,70.62,10000,20266914
internlm2_5-7b-chat,rewriting,dual_judge_score,100,25,66.12500000000001,64.17047500000001,67.8635125,10000,20266914
internlm2_5-7b-chat,rewriting,gpt_score,100,25,72.58599999999998,70.619,74.461025,10000,20266914
internlm2_5-7b-chat,rewriting,kimi_score,100,25,59.663999999999994,57.45400000000001,61.67702500000001,10000,20266914
internlm2_5-7b-chat,rewriting,dual_dimension_content_fidelity,100,25,73.85,71.76,75.675125,10000,20266914
internlm2_5-7b-chat,rewriting,dual_dimension_style_fit,100,25,58.955,56.605,61.13000000000001,10000,20266914
internlm2_5-7b-chat,rewriting,dual_dimension_clarity,100,25,74.66,73.25,75.950125,10000,20266914
internlm2_5-7b-chat,rewriting,dual_dimension_value_expression,100,25,69.455,67.764875,71.035,10000,20266914
Mistral-7B-Instruct-v0.3,rewriting,dual_judge_score,100,25,45.955499999999994,43.526387500000006,48.294025,10000,20266914
Mistral-7B-Instruct-v0.3,rewriting,gpt_score,100,25,47.385,44.402975,50.35115,10000,20266914
Mistral-7B-Instruct-v0.3,rewriting,kimi_score,100,25,44.526,42.37895,46.514025000000004,10000,20266914
Mistral-7B-Instruct-v0.3,rewriting,dual_dimension_content_fidelity,100,25,47.345,43.79987499999999,50.905,10000,20266914
Mistral-7B-Instruct-v0.3,rewriting,dual_dimension_style_fit,100,25,43.59,41.529875,45.640125000000005,10000,20266914
Mistral-7B-Instruct-v0.3,rewriting,dual_dimension_clarity,100,25,49.9,47.36,52.325,10000,20266914
Mistral-7B-Instruct-v0.3,rewriting,dual_dimension_value_expression,100,25,47.115,44.254875,49.875,10000,20266914
Qwen2.5-7B-Instruct,rewriting,dual_judge_score,100,25,69.04250000000002,67.2199375,70.78211250000001,10000,20266914
Qwen2.5-7B-Instruct,rewriting,gpt_score,100,25,75.14799999999997,73.24197499999997,76.91705,10000,20266914
Qwen2.5-7B-Instruct,rewriting,kimi_score,100,25,62.937,60.79984999999999,65.09899999999999,10000,20266914
Qwen2.5-7B-Instruct,rewriting,dual_dimension_content_fidelity,100,25,73.945,72.055,75.735125,10000,20266914
Qwen2.5-7B-Instruct,rewriting,dual_dimension_style_fit,100,25,64.275,61.985,66.475,10000,20266914
Qwen2.5-7B-Instruct,rewriting,dual_dimension_clarity,100,25,74.985,73.584875,76.305125,10000,20266914
Qwen2.5-7B-Instruct,rewriting,dual_dimension_value_expression,100,25,71.19,69.555,72.75,10000,20266914
Qwen3-8B-NonThinking,rewriting,dual_judge_score,100,25,71.44950000000001,69.905475,72.90255,10000,20266914
Qwen3-8B-NonThinking,rewriting,gpt_score,100,25,76.09499999999998,74.652,77.35802500000001,10000,20266914
Qwen3-8B-NonThinking,rewriting,kimi_score,100,25,66.804,64.99897499999999,68.594,10000,20266914
Qwen3-8B-NonThinking,rewriting,dual_dimension_content_fidelity,100,25,78.08,76.325,79.68,10000,20266914
Qwen3-8B-NonThinking,rewriting,dual_dimension_style_fit,100,25,65.415,63.54500000000001,67.225,10000,20266914
Qwen3-8B-NonThinking,rewriting,dual_dimension_clarity,100,25,78.145,77.01,79.225,10000,20266914
Qwen3-8B-NonThinking,rewriting,dual_dimension_value_expression,100,25,74.97,73.39987500000001,76.405,10000,20266914
QwQ-32B,rewriting,dual_judge_score,100,25,77.99299999999998,76.6399375,79.34401249999999,10000,20266914
QwQ-32B,rewriting,gpt_score,100,25,83.334,82.127,84.49,10000,20266914
QwQ-32B,rewriting,kimi_score,100,25,72.652,70.81985,74.44007500000002,10000,20266914
QwQ-32B,rewriting,dual_dimension_content_fidelity,100,25,75.5,73.78987500000001,77.075,10000,20266914
QwQ-32B,rewriting,dual_dimension_style_fit,100,25,78.49,77.03,79.95,10000,20266914
QwQ-32B,rewriting,dual_dimension_clarity,100,25,79.815,78.715,80.91,10000,20266914
QwQ-32B,rewriting,dual_dimension_value_expression,100,25,76.85,75.185,78.525,10000,20266914
Doubao,rewriting,dual_judge_score,100,25,80.58650000000002,79.4044375,81.71251250000003,10000,20266914
Doubao,rewriting,gpt_score,100,25,83.73900000000002,82.82697500000002,84.668,10000,20266914
Doubao,rewriting,kimi_score,100,25,77.43400000000001,75.758925,78.959075,10000,20266914
Doubao,rewriting,dual_dimension_content_fidelity,100,25,82.765,81.915,83.64,10000,20266914
Doubao,rewriting,dual_dimension_style_fit,100,25,78.045,76.344875,79.660125,10000,20266914
Doubao,rewriting,dual_dimension_clarity,100,25,84.49,83.495,85.42,10000,20266914
Doubao,rewriting,dual_dimension_value_expression,100,25,81.13,80.045,82.140125,10000,20266914
Baichuan2-7B-Chat,continuation,dual_judge_score,100,100,39.622,37.77698124999999,41.4318,10000,20267914
Baichuan2-7B-Chat,continuation,gpt_score,100,100,42.2465,40.049949999999995,44.41151250000001,10000,20267914
Baichuan2-7B-Chat,continuation,kimi_score,100,100,36.9975,34.9375,38.95,10000,20267914
Baichuan2-7B-Chat,continuation,dual_dimension_family_value,100,100,45.835,43.475,48.140125,10000,20267914
Baichuan2-7B-Chat,continuation,dual_dimension_context_fit,100,100,57.055,54.87987500000001,59.175124999999994,10000,20267914
Baichuan2-7B-Chat,continuation,dual_dimension_coherence,100,100,39.355,37.204875,41.51,10000,20267914
Baichuan2-7B-Chat,continuation,dual_dimension_clarity,100,100,17.695,16.57,18.770125,10000,20267914
chatglm3-6b,continuation,dual_judge_score,100,100,43.42274999999999,41.16147500000001,45.6405375,10000,20267914
chatglm3-6b,continuation,gpt_score,100,100,42.666500000000006,40.014387500000005,45.332062500000006,10000,20267914
chatglm3-6b,continuation,kimi_score,100,100,44.178999999999995,41.84786249999999,46.46955,10000,20267914
chatglm3-6b,continuation,dual_dimension_family_value,100,100,46.965,44.585,49.325125,10000,20267914
chatglm3-6b,continuation,dual_dimension_context_fit,100,100,57.885,55.57,60.155,10000,20267914
chatglm3-6b,continuation,dual_dimension_coherence,100,100,41.23,38.95,43.545,10000,20267914
chatglm3-6b,continuation,dual_dimension_clarity,100,100,31.1,27.3,35.185125,10000,20267914
deepseek-llm-7b-chat,continuation,dual_judge_score,100,100,44.728249999999996,42.95943749999999,46.49905,10000,20267914
deepseek-llm-7b-chat,continuation,gpt_score,100,100,45.151500000000006,42.908987499999995,47.4040125,10000,20267914
deepseek-llm-7b-chat,continuation,kimi_score,100,100,44.305,42.525,46.0225625,10000,20267914
deepseek-llm-7b-chat,continuation,dual_dimension_family_value,100,100,51.11,48.845,53.339999999999996,10000,20267914
deepseek-llm-7b-chat,continuation,dual_dimension_context_fit,100,100,61.14000000000001,59.179875,63.05499999999999,10000,20267914
deepseek-llm-7b-chat,continuation,dual_dimension_coherence,100,100,45.335,43.265,47.415,10000,20267914
deepseek-llm-7b-chat,continuation,dual_dimension_clarity,100,100,21.785,20.559874999999998,23.060125,10000,20267914
DeepSeek-R1-Distill-Qwen-32B,continuation,dual_judge_score,100,100,70.93050000000001,69.09595625,72.68650624999998,10000,20267914
DeepSeek-R1-Distill-Qwen-32B,continuation,gpt_score,100,100,69.59899999999999,67.2429875,71.8805375,10000,20267914
DeepSeek-R1-Distill-Qwen-32B,continuation,kimi_score,100,100,72.262,70.58250000000002,73.86399999999999,10000,20267914
DeepSeek-R1-Distill-Qwen-32B,continuation,dual_dimension_family_value,100,100,73.565,71.585,75.46,10000,20267914
DeepSeek-R1-Distill-Qwen-32B,continuation,dual_dimension_context_fit,100,100,77.19,75.499875,78.65,10000,20267914
DeepSeek-R1-Distill-Qwen-32B,continuation,dual_dimension_coherence,100,100,70.93,68.95,72.835,10000,20267914
DeepSeek-R1-Distill-Qwen-32B,continuation,dual_dimension_clarity,100,100,62.285000000000004,58.434875000000005,66.175,10000,20267914
glm-4-9b-chat,continuation,dual_judge_score,100,100,60.475,59.5267,61.40651875,10000,20267914
glm-4-9b-chat,continuation,gpt_score,100,100,59.803000000000004,58.17596249999999,61.396012500000005,10000,20267914
glm-4-9b-chat,continuation,kimi_score,100,100,61.147,60.319449999999996,62.0495375,10000,20267914
glm-4-9b-chat,continuation,dual_dimension_family_value,100,100,59.79,58.45,61.04999999999999,10000,20267914
glm-4-9b-chat,continuation,dual_dimension_context_fit,100,100,71.3,70.09,72.51,10000,20267914
glm-4-9b-chat,continuation,dual_dimension_coherence,100,100,52.76,51.6,53.940124999999995,10000,20267914
glm-4-9b-chat,continuation,dual_dimension_clarity,100,100,66.885,65.4,68.36,10000,20267914
internlm2_5-7b-chat,continuation,dual_judge_score,100,100,52.978000000000016,51.485475,54.429249999999996,10000,20267914
internlm2_5-7b-chat,continuation,gpt_score,100,100,51.352,49.30646250000001,53.321012499999995,10000,20267914
internlm2_5-7b-chat,continuation,kimi_score,100,100,54.604,52.937987500000006,56.215,10000,20267914
internlm2_5-7b-chat,continuation,dual_dimension_family_value,100,100,61.065000000000005,59.294999999999995,62.795,10000,20267914
internlm2_5-7b-chat,continuation,dual_dimension_context_fit,100,100,67.325,65.395,69.190125,10000,20267914
internlm2_5-7b-chat,continuation,dual_dimension_coherence,100,100,55.065,53.25,56.845,10000,20267914
internlm2_5-7b-chat,continuation,dual_dimension_clarity,100,100,26.435,25.370000000000005,27.51,10000,20267914
Mistral-7B-Instruct-v0.3,continuation,dual_judge_score,100,100,39.77775,37.95395625,41.58481874999999,10000,20267914
Mistral-7B-Instruct-v0.3,continuation,gpt_score,100,100,39.303000000000004,36.80648750000001,41.766999999999996,10000,20267914
Mistral-7B-Instruct-v0.3,continuation,kimi_score,100,100,40.2525,38.3624375,42.0575,10000,20267914
Mistral-7B-Instruct-v0.3,continuation,dual_dimension_family_value,100,100,45.47,43.135,47.800125,10000,20267914
Mistral-7B-Instruct-v0.3,continuation,dual_dimension_context_fit,100,100,54.37,52.065,56.615,10000,20267914
Mistral-7B-Instruct-v0.3,continuation,dual_dimension_coherence,100,100,40.335,38.27,42.42,10000,20267914
Mistral-7B-Instruct-v0.3,continuation,dual_dimension_clarity,100,100,19.32,18.179875,20.435,10000,20267914
Qwen2.5-7B-Instruct,continuation,dual_judge_score,100,100,57.10225000000002,55.6015,58.63874999999999,10000,20267914
Qwen2.5-7B-Instruct,continuation,gpt_score,100,100,55.72949999999999,53.50088749999999,57.971050000000005,10000,20267914
Qwen2.5-7B-Instruct,continuation,kimi_score,100,100,58.475,57.19,59.7650625,10000,20267914
Qwen2.5-7B-Instruct,continuation,dual_dimension_family_value,100,100,56.20499999999999,54.58,57.86,10000,20267914
Qwen2.5-7B-Instruct,continuation,dual_dimension_context_fit,100,100,69.215,67.819875,70.575125,10000,20267914
Qwen2.5-7B-Instruct,continuation,dual_dimension_coherence,100,100,50.55,48.999874999999996,52.09,10000,20267914
Qwen2.5-7B-Instruct,continuation,dual_dimension_clarity,100,100,60.83,57.48,64.05,10000,20267914
Qwen3-8B-NonThinking,continuation,dual_judge_score,100,100,52.242999999999995,50.60395000000001,53.961499999999994,10000,20267914
Qwen3-8B-NonThinking,continuation,gpt_score,100,100,48.0275,45.95592500000001,50.10801250000001,10000,20267914
Qwen3-8B-NonThinking,continuation,kimi_score,100,100,56.4585,54.6404875,58.27803749999999,10000,20267914
Qwen3-8B-NonThinking,continuation,dual_dimension_family_value,100,100,57.735,55.7,59.815124999999995,10000,20267914
Qwen3-8B-NonThinking,continuation,dual_dimension_context_fit,100,100,69.335,67.775,70.91,10000,20267914
Qwen3-8B-NonThinking,continuation,dual_dimension_coherence,100,100,53.075,50.95,55.25,10000,20267914
Qwen3-8B-NonThinking,continuation,dual_dimension_clarity,100,100,29.73,28.554999999999996,30.935000000000002,10000,20267914
QwQ-32B,continuation,dual_judge_score,100,100,81.43425,79.95772499999997,82.82228125,10000,20267914
QwQ-32B,continuation,gpt_score,100,100,79.48,77.31592499999998,81.4901,10000,20267914
QwQ-32B,continuation,kimi_score,100,100,83.38849999999998,81.94597499999998,84.75849999999998,10000,20267914
QwQ-32B,continuation,dual_dimension_family_value,100,100,81.47,79.809875,83.065,10000,20267914
QwQ-32B,continuation,dual_dimension_context_fit,100,100,79.79,78.285,81.245,10000,20267914
QwQ-32B,continuation,dual_dimension_coherence,100,100,78.665,76.704875,80.505,10000,20267914
QwQ-32B,continuation,dual_dimension_clarity,100,100,87.46,85.925,88.640125,10000,20267914
Doubao,continuation,dual_judge_score,100,100,87.09525000000002,86.30397500000001,87.83224999999999,10000,20267914
Doubao,continuation,gpt_score,100,100,86.47,85.43450000000001,87.39151249999999,10000,20267914
Doubao,continuation,kimi_score,100,100,87.72049999999999,86.95450000000001,88.44601249999998,10000,20267914
Doubao,continuation,dual_dimension_family_value,100,100,87.295,86.53,87.985,10000,20267914
Doubao,continuation,dual_dimension_context_fit,100,100,85.935,85.385,86.455,10000,20267914
Doubao,continuation,dual_dimension_coherence,100,100,86.37,85.45,87.215,10000,20267914
Doubao,continuation,dual_dimension_clarity,100,100,88.935,87.67,90.035125,10000,20267914
