model_id,task_id,item_id,shot,dual_total
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-066,3,88.175
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-073,0,80.35
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-073,1,55.4
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-073,3,75.65
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-080,0,76.7
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-080,1,76.25
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-080,3,82.25
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-081,0,65.5
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-081,1,54.175
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-081,3,56.95
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-084,0,71.725
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-084,1,84.55000000000001
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-084,3,79.07499999999999
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-087,0,73.25
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-087,1,80.07499999999999
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-087,3,70.175
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-093,0,49.375
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-093,1,79.25
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-093,3,84.15
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-100,0,76.925
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-100,1,75.32499999999999
DeepSeek-R1-Distill-Qwen-32B,story_generation,GEN-100,3,78.9
Doubao,continuation,CON-002,0,89.8
Doubao,continuation,CON-002,1,92.1
Doubao,continuation,CON-002,3,92.175
Doubao,continuation,CON-006,0,90.1
Doubao,continuation,CON-006,1,86.325
Doubao,continuation,CON-006,3,87.44999999999999
Doubao,continuation,CON-007,0,88.725
Doubao,continuation,CON-007,1,88.44999999999999
Doubao,continuation,CON-007,3,89.3
Doubao,continuation,CON-014,0,90.9
Doubao,continuation,CON-014,1,85.5
Doubao,continuation,CON-014,3,90.725
Doubao,continuation,CON-019,0,80.875
Doubao,continuation,CON-019,1,87.94999999999999
Doubao,continuation,CON-019,3,88.9
Doubao,continuation,CON-025,0,89.05
Doubao,continuation,CON-025,1,89.32499999999999
Doubao,continuation,CON-025,3,92.80000000000001
Doubao,continuation,CON-027,0,87.875
Doubao,continuation,CON-027,1,88.82499999999999
Doubao,continuation,CON-027,3,90.82499999999999
Doubao,continuation,CON-032,0,77.4
Doubao,continuation,CON-032,1,89.025
Doubao,continuation,CON-032,3,86.925
Doubao,continuation,CON-036,0,82.6
Doubao,continuation,CON-036,1,87.725
Doubao,continuation,CON-036,3,88.525
Doubao,continuation,CON-040,0,86.57499999999999
Doubao,continuation,CON-040,1,90.3
Doubao,continuation,CON-040,3,88.55000000000001
Doubao,continuation,CON-044,0,84.15
Doubao,continuation,CON-044,1,87.32499999999999
Doubao,continuation,CON-044,3,87.94999999999999
Doubao,continuation,CON-046,0,87.05000000000001
Doubao,continuation,CON-046,1,89.025
Doubao,continuation,CON-046,3,87.5
Doubao,continuation,CON-047,0,88.15
Doubao,continuation,CON-047,1,87.425
Doubao,continuation,CON-047,3,90.55000000000001
Doubao,continuation,CON-053,0,70.85
Doubao,continuation,CON-053,1,86.57499999999999
Doubao,continuation,CON-053,3,88.975
Doubao,continuation,CON-063,0,89.44999999999999
Doubao,continuation,CON-063,1,88.94999999999999
Doubao,continuation,CON-063,3,90.94999999999999
Doubao,continuation,CON-064,0,85.35
Doubao,continuation,CON-064,1,78.375
Doubao,continuation,CON-064,3,83.5
Doubao,continuation,CON-066,0,90.94999999999999
Doubao,continuation,CON-066,1,88.525
Doubao,continuation,CON-066,3,90.675
Doubao,continuation,CON-073,0,88.19999999999999
Doubao,continuation,CON-073,1,90.975
Doubao,continuation,CON-073,3,90.1
Doubao,continuation,CON-080,0,86.975
Doubao,continuation,CON-080,1,83.325
Doubao,continuation,CON-080,3,89.975
Doubao,continuation,CON-081,0,89.0
Doubao,continuation,CON-081,1,90.0
Doubao,continuation,CON-081,3,89.32499999999999
Doubao,continuation,CON-084,0,80.55000000000001
Doubao,continuation,CON-084,1,85.8
Doubao,continuation,CON-084,3,90.55000000000001
Doubao,continuation,CON-087,0,87.85
Doubao,continuation,CON-087,1,89.8
Doubao,continuation,CON-087,3,87.775
Doubao,continuation,CON-093,0,91.3
Doubao,continuation,CON-093,1,82.9
Doubao,continuation,CON-093,3,88.875
Doubao,continuation,CON-100,0,87.675
Doubao,continuation,CON-100,1,83.425
Doubao,continuation,CON-100,3,91.075
Doubao,rewriting,REW-003,0,83.05000000000001
Doubao,rewriting,REW-003,1,86.05000000000001
Doubao,rewriting,REW-003,3,88.1
Doubao,rewriting,REW-008,0,82.95
Doubao,rewriting,REW-008,1,76.7
Doubao,rewriting,REW-008,3,86.95
Doubao,rewriting,REW-010,0,89.30000000000001
Doubao,rewriting,REW-010,1,88.30000000000001
Doubao,rewriting,REW-010,3,88.80000000000001
Doubao,rewriting,REW-014,0,77.35
Doubao,rewriting,REW-014,1,85.25
Doubao,rewriting,REW-014,3,80.2
Doubao,rewriting,REW-019,0,78.6
Doubao,rewriting,REW-019,1,84.25
Doubao,rewriting,REW-019,3,77.85
Doubao,rewriting,REW-022,0,88.30000000000001
Doubao,rewriting,REW-022,1,88.35
Doubao,rewriting,REW-022,3,86.6
Doubao,rewriting,REW-028,0,87.5
Doubao,rewriting,REW-028,1,80.2
Doubao,rewriting,REW-028,3,79.0
Doubao,rewriting,REW-032,0,75.5
Doubao,rewriting,REW-032,1,84.15
Doubao,rewriting,REW-032,3,88.6
Doubao,rewriting,REW-034,0,80.85
Doubao,rewriting,REW-034,1,85.25
Doubao,rewriting,REW-034,3,84.1
Doubao,rewriting,REW-044,0,80.45
Doubao,rewriting,REW-044,1,87.4
Doubao,rewriting,REW-044,3,87.65
Doubao,rewriting,REW-047,0,84.5
Doubao,rewriting,REW-047,1,78.65
Doubao,rewriting,REW-047,3,87.05
Doubao,rewriting,REW-049,0,75.35
Doubao,rewriting,REW-049,1,85.75
Doubao,rewriting,REW-049,3,83.25
Doubao,rewriting,REW-055,0,71.55
Doubao,rewriting,REW-055,1,63.0
Doubao,rewriting,REW-055,3,84.1
Doubao,rewriting,REW-059,0,76.35
Doubao,rewriting,REW-059,1,83.95
Doubao,rewriting,REW-059,3,86.75
Doubao,rewriting,REW-064,0,84.35
Doubao,rewriting,REW-064,1,87.9
Doubao,rewriting,REW-064,3,80.5
Doubao,rewriting,REW-066,0,81.95
Doubao,rewriting,REW-066,1,80.3
Doubao,rewriting,REW-066,3,89.7
Doubao,rewriting,REW-070,0,86.35
Doubao,rewriting,REW-070,1,81.65
Doubao,rewriting,REW-070,3,89.5
Doubao,rewriting,REW-073,0,86.30000000000001
Doubao,rewriting,REW-073,1,86.8
Doubao,rewriting,REW-073,3,84.05000000000001
Doubao,rewriting,REW-077,0,85.05000000000001
Doubao,rewriting,REW-077,1,79.85
Doubao,rewriting,REW-077,3,83.05
Doubao,rewriting,REW-081,0,83.9
Doubao,rewriting,REW-081,1,80.2
Doubao,rewriting,REW-081,3,78.30000000000001
Doubao,rewriting,REW-088,0,85.45
Doubao,rewriting,REW-088,1,85.3
Doubao,rewriting,REW-088,3,87.5
Doubao,rewriting,REW-091,0,86.15
Doubao,rewriting,REW-091,1,84.7
Doubao,rewriting,REW-091,3,88.19999999999999
Doubao,rewriting,REW-093,0,80.5
Doubao,rewriting,REW-093,1,80.75
Doubao,rewriting,REW-093,3,82.05000000000001
Doubao,rewriting,REW-097,0,75.05
Doubao,rewriting,REW-097,1,79.65
Doubao,rewriting,REW-097,3,84.6
Doubao,story_generation,GEN-002,0,88.65
Doubao,story_generation,GEN-002,1,89.4
Doubao,story_generation,GEN-002,3,90.57499999999999
Doubao,story_generation,GEN-006,0,81.30000000000001
Doubao,story_generation,GEN-006,1,89.82499999999999
Doubao,story_generation,GEN-006,3,89.025
Doubao,story_generation,GEN-007,0,86.3
Doubao,story_generation,GEN-007,1,87.475
Doubao,story_generation,GEN-007,3,90.82499999999999
Doubao,story_generation,GEN-014,0,89.225
Doubao,story_generation,GEN-014,1,86.025
Doubao,story_generation,GEN-014,3,84.375
Doubao,story_generation,GEN-019,0,86.125
Doubao,story_generation,GEN-019,1,89.025
Doubao,story_generation,GEN-019,3,89.475
Doubao,story_generation,GEN-025,0,91.35
Doubao,story_generation,GEN-025,1,88.225
Doubao,story_generation,GEN-025,3,88.175
Doubao,story_generation,GEN-027,0,70.05000000000001
Doubao,story_generation,GEN-027,1,72.55
Doubao,story_generation,GEN-027,3,82.775
Doubao,story_generation,GEN-032,0,83.30000000000001
Doubao,story_generation,GEN-032,1,90.67500000000001
Doubao,story_generation,GEN-032,3,88.875
Doubao,story_generation,GEN-036,0,84.5
Doubao,story_generation,GEN-036,1,83.425
Doubao,story_generation,GEN-036,3,82.575
Doubao,story_generation,GEN-040,0,82.775
Doubao,story_generation,GEN-040,1,88.975
Doubao,story_generation,GEN-040,3,90.175
Doubao,story_generation,GEN-044,0,79.25
Doubao,story_generation,GEN-044,1,87.525
Doubao,story_generation,GEN-044,3,88.375
Doubao,story_generation,GEN-046,0,90.975
Doubao,story_generation,GEN-046,1,90.175
Doubao,story_generation,GEN-046,3,92.125
Doubao,story_generation,GEN-047,0,89.32499999999999
Doubao,story_generation,GEN-047,1,90.6
Doubao,story_generation,GEN-047,3,88.9
Doubao,story_generation,GEN-053,0,81.82499999999999
Doubao,story_generation,GEN-053,1,90.025
Doubao,story_generation,GEN-053,3,89.32499999999999
Doubao,story_generation,GEN-063,0,89.275
Doubao,story_generation,GEN-063,1,89.775
Doubao,story_generation,GEN-063,3,87.6
Doubao,story_generation,GEN-064,0,84.75
Doubao,story_generation,GEN-064,1,81.6
Doubao,story_generation,GEN-064,3,88.2
Doubao,story_generation,GEN-066,0,88.75
Doubao,story_generation,GEN-066,1,90.05000000000001
Doubao,story_generation,GEN-066,3,90.69999999999999
Doubao,story_generation,GEN-073,0,89.225
Doubao,story_generation,GEN-073,1,89.17500000000001
Doubao,story_generation,GEN-073,3,88.375
Doubao,story_generation,GEN-080,0,87.275
Doubao,story_generation,GEN-080,1,88.625
Doubao,story_generation,GEN-080,3,87.9
Doubao,story_generation,GEN-081,0,90.125
Doubao,story_generation,GEN-081,1,89.025
Doubao,story_generation,GEN-081,3,88.225
Doubao,story_generation,GEN-084,0,88.44999999999999
Doubao,story_generation,GEN-084,1,90.175
Doubao,story_generation,GEN-084,3,90.15
Doubao,story_generation,GEN-087,0,82.55000000000001
Doubao,story_generation,GEN-087,1,85.275
Doubao,story_generation,GEN-087,3,86.525
Doubao,story_generation,GEN-093,0,89.075
Doubao,story_generation,GEN-093,1,90.875
Doubao,story_generation,GEN-093,3,87.57499999999999
Doubao,story_generation,GEN-100,0,77.80000000000001
Doubao,story_generation,GEN-100,1,87.0
Doubao,story_generation,GEN-100,3,86.875
Mistral-7B-Instruct-v0.3,continuation,CON-002,0,50.375
Mistral-7B-Instruct-v0.3,continuation,CON-002,1,72.675
Mistral-7B-Instruct-v0.3,continuation,CON-002,3,78.325
Mistral-7B-Instruct-v0.3,continuation,CON-006,0,31.625
Mistral-7B-Instruct-v0.3,continuation,CON-006,1,54.175
Mistral-7B-Instruct-v0.3,continuation,CON-006,3,37.625
Mistral-7B-Instruct-v0.3,continuation,CON-007,0,45.25
Mistral-7B-Instruct-v0.3,continuation,CON-007,1,59.175
Mistral-7B-Instruct-v0.3,continuation,CON-007,3,49.125
Mistral-7B-Instruct-v0.3,continuation,CON-014,0,46.85
Mistral-7B-Instruct-v0.3,continuation,CON-014,1,54.375
Mistral-7B-Instruct-v0.3,continuation,CON-014,3,64.9
Mistral-7B-Instruct-v0.3,continuation,CON-019,0,50.625
Mistral-7B-Instruct-v0.3,continuation,CON-019,1,61.95
Mistral-7B-Instruct-v0.3,continuation,CON-019,3,71.775
Mistral-7B-Instruct-v0.3,continuation,CON-025,0,58.125
Mistral-7B-Instruct-v0.3,continuation,CON-025,1,69.675
Mistral-7B-Instruct-v0.3,continuation,CON-025,3,72.9
Mistral-7B-Instruct-v0.3,continuation,CON-027,0,51.425
Mistral-7B-Instruct-v0.3,continuation,CON-027,1,72.975
Mistral-7B-Instruct-v0.3,continuation,CON-027,3,67.625
Mistral-7B-Instruct-v0.3,continuation,CON-032,0,52.775
Mistral-7B-Instruct-v0.3,continuation,CON-032,1,74.325
Mistral-7B-Instruct-v0.3,continuation,CON-032,3,80.0
Mistral-7B-Instruct-v0.3,continuation,CON-036,0,31.35
Mistral-7B-Instruct-v0.3,continuation,CON-036,1,69.125
Mistral-7B-Instruct-v0.3,continuation,CON-036,3,66.375
Mistral-7B-Instruct-v0.3,continuation,CON-040,0,44.625
Mistral-7B-Instruct-v0.3,continuation,CON-040,1,67.80000000000001
Mistral-7B-Instruct-v0.3,continuation,CON-040,3,55.25
Mistral-7B-Instruct-v0.3,continuation,CON-044,0,42.875
Mistral-7B-Instruct-v0.3,continuation,CON-044,1,56.275
Mistral-7B-Instruct-v0.3,continuation,CON-044,3,79.57499999999999
Mistral-7B-Instruct-v0.3,continuation,CON-046,0,29.0
Mistral-7B-Instruct-v0.3,continuation,CON-046,1,61.325
Mistral-7B-Instruct-v0.3,continuation,CON-046,3,53.8
Mistral-7B-Instruct-v0.3,continuation,CON-047,0,54.0
Mistral-7B-Instruct-v0.3,continuation,CON-047,1,69.15
Mistral-7B-Instruct-v0.3,continuation,CON-047,3,69.7
Mistral-7B-Instruct-v0.3,continuation,CON-053,0,41.625
Mistral-7B-Instruct-v0.3,continuation,CON-053,1,65.75
Mistral-7B-Instruct-v0.3,continuation,CON-053,3,63.125
Mistral-7B-Instruct-v0.3,continuation,CON-063,0,54.9
Mistral-7B-Instruct-v0.3,continuation,CON-063,1,53.125
Mistral-7B-Instruct-v0.3,continuation,CON-063,3,69.525
Mistral-7B-Instruct-v0.3,continuation,CON-064,0,51.775
Mistral-7B-Instruct-v0.3,continuation,CON-064,1,54.05
Mistral-7B-Instruct-v0.3,continuation,CON-064,3,59.3
Mistral-7B-Instruct-v0.3,continuation,CON-066,0,42.8
Mistral-7B-Instruct-v0.3,continuation,CON-066,1,61.05
Mistral-7B-Instruct-v0.3,continuation,CON-066,3,79.475
Mistral-7B-Instruct-v0.3,continuation,CON-073,0,41.75
Mistral-7B-Instruct-v0.3,continuation,CON-073,1,63.25
Mistral-7B-Instruct-v0.3,continuation,CON-073,3,47.2
Mistral-7B-Instruct-v0.3,continuation,CON-080,0,41.75
Mistral-7B-Instruct-v0.3,continuation,CON-080,1,64.15
Mistral-7B-Instruct-v0.3,continuation,CON-080,3,56.425
Mistral-7B-Instruct-v0.3,continuation,CON-081,0,37.5
Mistral-7B-Instruct-v0.3,continuation,CON-081,1,59.55
Mistral-7B-Instruct-v0.3,continuation,CON-081,3,69.25
Mistral-7B-Instruct-v0.3,continuation,CON-084,0,53.625
Mistral-7B-Instruct-v0.3,continuation,CON-084,1,68.275
Mistral-7B-Instruct-v0.3,continuation,CON-084,3,75.35
Mistral-7B-Instruct-v0.3,continuation,CON-087,0,25.75
Mistral-7B-Instruct-v0.3,continuation,CON-087,1,50.375
Mistral-7B-Instruct-v0.3,continuation,CON-087,3,48.875
Mistral-7B-Instruct-v0.3,continuation,CON-093,0,43.5
Mistral-7B-Instruct-v0.3,continuation,CON-093,1,60.05
Mistral-7B-Instruct-v0.3,continuation,CON-093,3,74.575
Mistral-7B-Instruct-v0.3,continuation,CON-100,0,50.95
Mistral-7B-Instruct-v0.3,continuation,CON-100,1,70.525
Mistral-7B-Instruct-v0.3,continuation,CON-100,3,68.65
Mistral-7B-Instruct-v0.3,rewriting,REW-003,0,47.75
Mistral-7B-Instruct-v0.3,rewriting,REW-003,1,57.4
Mistral-7B-Instruct-v0.3,rewriting,REW-003,3,54.35
Mistral-7B-Instruct-v0.3,rewriting,REW-008,0,62.5
Mistral-7B-Instruct-v0.3,rewriting,REW-008,1,43.95
Mistral-7B-Instruct-v0.3,rewriting,REW-008,3,40.25
Mistral-7B-Instruct-v0.3,rewriting,REW-010,0,39.75
Mistral-7B-Instruct-v0.3,rewriting,REW-010,1,48.25
Mistral-7B-Instruct-v0.3,rewriting,REW-010,3,52.5
Mistral-7B-Instruct-v0.3,rewriting,REW-014,0,54.5
Mistral-7B-Instruct-v0.3,rewriting,REW-014,1,49.7
Mistral-7B-Instruct-v0.3,rewriting,REW-014,3,51.25
Mistral-7B-Instruct-v0.3,rewriting,REW-019,0,31.25
Mistral-7B-Instruct-v0.3,rewriting,REW-019,1,45.75
Mistral-7B-Instruct-v0.3,rewriting,REW-019,3,43.0
Mistral-7B-Instruct-v0.3,rewriting,REW-022,0,54.6
Mistral-7B-Instruct-v0.3,rewriting,REW-022,1,57.7
Mistral-7B-Instruct-v0.3,rewriting,REW-022,3,66.15
Mistral-7B-Instruct-v0.3,rewriting,REW-028,0,44.0
Mistral-7B-Instruct-v0.3,rewriting,REW-028,1,61.6
Mistral-7B-Instruct-v0.3,rewriting,REW-028,3,46.0
Mistral-7B-Instruct-v0.3,rewriting,REW-032,0,55.55
Mistral-7B-Instruct-v0.3,rewriting,REW-032,1,40.0
Mistral-7B-Instruct-v0.3,rewriting,REW-032,3,15.25
Mistral-7B-Instruct-v0.3,rewriting,REW-034,0,49.5
Mistral-7B-Instruct-v0.3,rewriting,REW-034,1,50.5
Mistral-7B-Instruct-v0.3,rewriting,REW-034,3,44.8
Mistral-7B-Instruct-v0.3,rewriting,REW-044,0,42.25
Mistral-7B-Instruct-v0.3,rewriting,REW-044,1,27.95
Mistral-7B-Instruct-v0.3,rewriting,REW-044,3,26.75
Mistral-7B-Instruct-v0.3,rewriting,REW-047,0,34.75
Mistral-7B-Instruct-v0.3,rewriting,REW-047,1,51.35
Mistral-7B-Instruct-v0.3,rewriting,REW-047,3,48.55
Mistral-7B-Instruct-v0.3,rewriting,REW-049,0,44.25
Mistral-7B-Instruct-v0.3,rewriting,REW-049,1,46.75
Mistral-7B-Instruct-v0.3,rewriting,REW-049,3,43.0
Mistral-7B-Instruct-v0.3,rewriting,REW-055,0,35.0
Mistral-7B-Instruct-v0.3,rewriting,REW-055,1,54.0
Mistral-7B-Instruct-v0.3,rewriting,REW-055,3,60.949999999999996
Mistral-7B-Instruct-v0.3,rewriting,REW-059,0,46.5
Mistral-7B-Instruct-v0.3,rewriting,REW-059,1,31.75
Mistral-7B-Instruct-v0.3,rewriting,REW-059,3,57.85
Mistral-7B-Instruct-v0.3,rewriting,REW-064,0,45.25
Mistral-7B-Instruct-v0.3,rewriting,REW-064,1,52.05
Mistral-7B-Instruct-v0.3,rewriting,REW-064,3,52.55
Mistral-7B-Instruct-v0.3,rewriting,REW-066,0,50.95
Mistral-7B-Instruct-v0.3,rewriting,REW-066,1,61.6
Mistral-7B-Instruct-v0.3,rewriting,REW-066,3,54.45
Mistral-7B-Instruct-v0.3,rewriting,REW-070,0,34.25
Mistral-7B-Instruct-v0.3,rewriting,REW-070,1,56.5
Mistral-7B-Instruct-v0.3,rewriting,REW-070,3,56.75
Mistral-7B-Instruct-v0.3,rewriting,REW-073,0,34.0
Mistral-7B-Instruct-v0.3,rewriting,REW-073,1,50.25
Mistral-7B-Instruct-v0.3,rewriting,REW-073,3,50.5
Mistral-7B-Instruct-v0.3,rewriting,REW-077,0,48.45
Mistral-7B-Instruct-v0.3,rewriting,REW-077,1,67.8
Mistral-7B-Instruct-v0.3,rewriting,REW-077,3,47.95
Mistral-7B-Instruct-v0.3,rewriting,REW-081,0,36.0
Mistral-7B-Instruct-v0.3,rewriting,REW-081,1,48.0
Mistral-7B-Instruct-v0.3,rewriting,REW-081,3,47.75
Mistral-7B-Instruct-v0.3,rewriting,REW-088,0,53.9
Mistral-7B-Instruct-v0.3,rewriting,REW-088,1,50.5
Mistral-7B-Instruct-v0.3,rewriting,REW-088,3,45.05
Mistral-7B-Instruct-v0.3,rewriting,REW-091,0,70.65
Mistral-7B-Instruct-v0.3,rewriting,REW-091,1,61.949999999999996
Mistral-7B-Instruct-v0.3,rewriting,REW-091,3,49.400000000000006
Mistral-7B-Instruct-v0.3,rewriting,REW-093,0,29.25
Mistral-7B-Instruct-v0.3,rewriting,REW-093,1,56.45
Mistral-7B-Instruct-v0.3,rewriting,REW-093,3,45.5
Mistral-7B-Instruct-v0.3,rewriting,REW-097,0,40.75
Mistral-7B-Instruct-v0.3,rewriting,REW-097,1,43.65
Mistral-7B-Instruct-v0.3,rewriting,REW-097,3,64.9
Mistral-7B-Instruct-v0.3,story_generation,GEN-002,0,60.55
Mistral-7B-Instruct-v0.3,story_generation,GEN-002,1,63.5
Mistral-7B-Instruct-v0.3,story_generation,GEN-002,3,34.375
Mistral-7B-Instruct-v0.3,story_generation,GEN-006,0,54.875
Mistral-7B-Instruct-v0.3,story_generation,GEN-006,1,12.75
Mistral-7B-Instruct-v0.3,story_generation,GEN-006,3,10.375
Mistral-7B-Instruct-v0.3,story_generation,GEN-007,0,48.0
Mistral-7B-Instruct-v0.3,story_generation,GEN-007,1,57.675
Mistral-7B-Instruct-v0.3,story_generation,GEN-007,3,58.425
Mistral-7B-Instruct-v0.3,story_generation,GEN-014,0,21.75
Mistral-7B-Instruct-v0.3,story_generation,GEN-014,1,28.75
Mistral-7B-Instruct-v0.3,story_generation,GEN-014,3,11.5
Mistral-7B-Instruct-v0.3,story_generation,GEN-019,0,58.575
Mistral-7B-Instruct-v0.3,story_generation,GEN-019,1,67.775
Mistral-7B-Instruct-v0.3,story_generation,GEN-019,3,41.375
Mistral-7B-Instruct-v0.3,story_generation,GEN-025,0,55.975
Mistral-7B-Instruct-v0.3,story_generation,GEN-025,1,35.75
Mistral-7B-Instruct-v0.3,story_generation,GEN-025,3,37.375
Mistral-7B-Instruct-v0.3,story_generation,GEN-027,0,48.875
Mistral-7B-Instruct-v0.3,story_generation,GEN-027,1,57.699999999999996
Mistral-7B-Instruct-v0.3,story_generation,GEN-027,3,64.275
Mistral-7B-Instruct-v0.3,story_generation,GEN-032,0,45.5
Mistral-7B-Instruct-v0.3,story_generation,GEN-032,1,45.775
Mistral-7B-Instruct-v0.3,story_generation,GEN-032,3,69.55
Mistral-7B-Instruct-v0.3,story_generation,GEN-036,0,12.375
Mistral-7B-Instruct-v0.3,story_generation,GEN-036,1,36.125
Mistral-7B-Instruct-v0.3,story_generation,GEN-036,3,10.375
Mistral-7B-Instruct-v0.3,story_generation,GEN-040,0,59.625
Mistral-7B-Instruct-v0.3,story_generation,GEN-040,1,56.7
Mistral-7B-Instruct-v0.3,story_generation,GEN-040,3,69.225
Mistral-7B-Instruct-v0.3,story_generation,GEN-044,0,55.875
Mistral-7B-Instruct-v0.3,story_generation,GEN-044,1,47.25
Mistral-7B-Instruct-v0.3,story_generation,GEN-044,3,58.925
Mistral-7B-Instruct-v0.3,story_generation,GEN-046,0,53.8
Mistral-7B-Instruct-v0.3,story_generation,GEN-046,1,65.075
Mistral-7B-Instruct-v0.3,story_generation,GEN-046,3,55.075
Mistral-7B-Instruct-v0.3,story_generation,GEN-047,0,56.2
Mistral-7B-Instruct-v0.3,story_generation,GEN-047,1,68.0
Mistral-7B-Instruct-v0.3,story_generation,GEN-047,3,59.375
Mistral-7B-Instruct-v0.3,story_generation,GEN-053,0,43.375
Mistral-7B-Instruct-v0.3,story_generation,GEN-053,1,61.95
Mistral-7B-Instruct-v0.3,story_generation,GEN-053,3,29.625
Mistral-7B-Instruct-v0.3,story_generation,GEN-063,0,63.625
Mistral-7B-Instruct-v0.3,story_generation,GEN-063,1,64.8
Mistral-7B-Instruct-v0.3,story_generation,GEN-063,3,52.975
Mistral-7B-Instruct-v0.3,story_generation,GEN-064,0,32.0
Mistral-7B-Instruct-v0.3,story_generation,GEN-064,1,55.45
Mistral-7B-Instruct-v0.3,story_generation,GEN-064,3,33.0
Mistral-7B-Instruct-v0.3,story_generation,GEN-066,0,55.8
Mistral-7B-Instruct-v0.3,story_generation,GEN-066,1,71.8
Mistral-7B-Instruct-v0.3,story_generation,GEN-066,3,51.7
Mistral-7B-Instruct-v0.3,story_generation,GEN-073,0,33.0
Mistral-7B-Instruct-v0.3,story_generation,GEN-073,1,49.95
Mistral-7B-Instruct-v0.3,story_generation,GEN-073,3,9.5
Mistral-7B-Instruct-v0.3,story_generation,GEN-080,0,60.9
Mistral-7B-Instruct-v0.3,story_generation,GEN-080,1,37.0
Mistral-7B-Instruct-v0.3,story_generation,GEN-080,3,36.875
Mistral-7B-Instruct-v0.3,story_generation,GEN-081,0,57.975
Mistral-7B-Instruct-v0.3,story_generation,GEN-081,1,50.475
Mistral-7B-Instruct-v0.3,story_generation,GEN-081,3,50.6
Mistral-7B-Instruct-v0.3,story_generation,GEN-084,0,73.025
Mistral-7B-Instruct-v0.3,story_generation,GEN-084,1,58.25
Mistral-7B-Instruct-v0.3,story_generation,GEN-084,3,55.875
Mistral-7B-Instruct-v0.3,story_generation,GEN-087,0,44.1
Mistral-7B-Instruct-v0.3,story_generation,GEN-087,1,39.75
Mistral-7B-Instruct-v0.3,story_generation,GEN-087,3,53.9
Mistral-7B-Instruct-v0.3,story_generation,GEN-093,0,57.025
Mistral-7B-Instruct-v0.3,story_generation,GEN-093,1,49.125
Mistral-7B-Instruct-v0.3,story_generation,GEN-093,3,36.125
Mistral-7B-Instruct-v0.3,story_generation,GEN-100,0,47.375
Mistral-7B-Instruct-v0.3,story_generation,GEN-100,1,37.5
Mistral-7B-Instruct-v0.3,story_generation,GEN-100,3,54.45
QwQ-32B,continuation,CON-002,0,81.375
QwQ-32B,continuation,CON-002,1,87.55000000000001
QwQ-32B,continuation,CON-002,3,82.95
QwQ-32B,continuation,CON-006,0,78.025
QwQ-32B,continuation,CON-006,1,81.025
QwQ-32B,continuation,CON-006,3,82.525
QwQ-32B,continuation,CON-007,0,83.475
QwQ-32B,continuation,CON-007,1,88.65
QwQ-32B,continuation,CON-007,3,87.625
QwQ-32B,continuation,CON-014,0,84.8
QwQ-32B,continuation,CON-014,1,68.625
QwQ-32B,continuation,CON-014,3,88.94999999999999
QwQ-32B,continuation,CON-019,0,88.8
QwQ-32B,continuation,CON-019,1,85.07499999999999
QwQ-32B,continuation,CON-019,3,87.6
QwQ-32B,continuation,CON-025,0,78.975
QwQ-32B,continuation,CON-025,1,84.725
QwQ-32B,continuation,CON-025,3,90.30000000000001
QwQ-32B,continuation,CON-027,0,84.4
QwQ-32B,continuation,CON-027,1,89.525
QwQ-32B,continuation,CON-027,3,89.475
QwQ-32B,continuation,CON-032,0,69.375
QwQ-32B,continuation,CON-032,1,87.525
QwQ-32B,continuation,CON-032,3,89.7
QwQ-32B,continuation,CON-036,0,79.425
QwQ-32B,continuation,CON-036,1,86.175
QwQ-32B,continuation,CON-036,3,88.32499999999999
QwQ-32B,continuation,CON-040,0,74.35
QwQ-32B,continuation,CON-040,1,85.2
QwQ-32B,continuation,CON-040,3,88.625
QwQ-32B,continuation,CON-044,0,84.92500000000001
QwQ-32B,continuation,CON-044,1,73.875
QwQ-32B,continuation,CON-044,3,89.3
QwQ-32B,continuation,CON-046,0,89.69999999999999
QwQ-32B,continuation,CON-046,1,88.575
QwQ-32B,continuation,CON-046,3,87.875
QwQ-32B,continuation,CON-047,0,85.0
QwQ-32B,continuation,CON-047,1,87.57499999999999
QwQ-32B,continuation,CON-047,3,84.7
QwQ-32B,continuation,CON-053,0,76.675
QwQ-32B,continuation,CON-053,1,86.75
QwQ-32B,continuation,CON-053,3,87.425
